model,depth,sentence,avg_surprisal,max_surprisal
GPT-2 Medium,4,"The lawyer with red shoes that The artist by the river that The singer by the river that The dog that The teacher from the city chased followed questioned ignored, is walking eagerly.",8.671404838562012,19.511445999145508
GPT-2 Medium,2,"The player with great enthusiasm that The student with red shoes that The scientist with red shoes visited blamed, is sleeping.",9.335997581481934,20.62847328186035
GPT-2 Medium,2,The dog in the library that The professor from the village that The lawyer in the library saw met runs fast happily.,8.981048583984375,20.407995223999023
GPT-2 Medium,2,"The child with red shoes that The doctor with great enthusiasm that The teacher with great enthusiasm called called, is singing sadly.",8.446115493774414,13.569684028625488
GPT-2 Medium,3,"The girl with great enthusiasm that The writer during the morning that The singer near the school that The student near the school scolded met blamed, is dancing.",8.311939239501953,22.82501220703125
GPT-2 Medium,3,"The girl from the city that The cat in the garden that The boy with red shoes that The professor during the morning questioned saw liked, is studying.",8.10137939453125,17.756471633911133
GPT-2 Medium,1,"The nurse near the school that The cat from the village supported, jumps high.",10.06799602508545,18.970565795898438
GPT-2 Medium,4,"The professor from the city that The child from the city that The manager from the village that The engineer near the school that The girl during the morning visited met ignored met, is working carefully.",7.67529296875,21.995698928833008
GPT-2 Medium,2,The artist in the library that The doctor by the river that The manager from the city followed liked is resting angrily.,9.798107147216797,19.869993209838867
GPT-2 Medium,1,"The actor from the village that The player praised, jumps high slowly.",10.880559921264648,18.012775421142578
GPT-2 Medium,4,The student from the village that The student with great enthusiasm that The teacher from the village that The girl with red shoes that The actor during the morning blamed praised praised blamed is walking silently.,7.8527398109436035,21.156579971313477
GPT-2 Medium,3,"The scientist with red shoes that The teacher with great enthusiasm that The manager that The child during the morning encouraged blamed scolded, jumps high happily.",9.699158668518066,18.130279541015625
GPT-2 Medium,3,"The player in the garden that The actor near the school that The player with red shoes that The engineer in the library recognized questioned met, is laughing angrily.",8.19975757598877,20.806167602539062
GPT-2 Medium,4,The scientist near the school that The doctor in the garden that The boy from the city that The lawyer with red shoes that The scientist in the library followed recognized watched praised is smiling quickly.,8.24141788482666,23.332263946533203
GPT-2 Medium,4,The scientist by the river that The scientist by the river that The student from the city that The manager with red shoes that The professor in the library met followed recognized liked is walking proudly.,7.794777870178223,20.447315216064453
GPT-2 Medium,1,"The scientist that The nurse with red shoes questioned, is barking.",10.584139823913574,20.932598114013672
GPT-2 Medium,0,The engineer in the library is smiling.,7.297032833099365,14.063703536987305
GPT-2 Medium,1,"The actor in the library that The boy near the school visited, is shouting.",9.237377166748047,16.186279296875
GPT-2 Medium,4,The manager in the garden that The professor by the river that The actor during the morning that The child with great enthusiasm that The teacher from the city saw admired scolded followed is writing slowly.,8.146724700927734,17.735008239746094
GPT-2 Medium,3,"The scientist in the library that The student that The student in the garden that The doctor near the school recognized called met, is shouting happily.",8.620400428771973,17.173913955688477
GPT-2 Medium,1,"The player near the school that The nurse with great enthusiasm praised, is studying proudly.",9.826644897460938,18.730314254760742
GPT-2 Medium,1,"The nurse by the river that The manager with great enthusiasm admired, is reading.",9.621810913085938,15.637248992919922
GPT-2 Medium,3,"The boy from the city that The player that The actor in the library that The writer by the river chased questioned ignored, is smiling.",8.764567375183105,19.019250869750977
GPT-2 Medium,3,The actor from the city that The lawyer during the morning that The manager with red shoes that The student called recognized encouraged is sleeping calmly.,9.724416732788086,22.18527603149414
GPT-2 Medium,1,"The girl in the garden that The player in the library saw, is sleeping silently.",7.929421424865723,13.338619232177734
GPT-2 Medium,1,The singer from the village that The cat from the city supported runs fast.,9.752862930297852,20.033876419067383
GPT-2 Medium,4,"The engineer from the village that The teacher in the library that The student from the city that The artist near the school that The professor with red shoes scolded helped saw supported, is working angrily.",7.771684169769287,19.255859375
GPT-2 Medium,1,"The player with great enthusiasm that The lawyer near the school saw, is reading angrily.",9.863670349121094,17.479633331298828
GPT-2 Medium,1,The cat in the garden that The teacher in the garden met is dancing.,8.322274208068848,17.495609283447266
GPT-2 Medium,5,The nurse from the city that The scientist from the village that The actor with red shoes that The singer from the village that The singer during the morning that The actor by the river ignored praised helped questioned blamed is barking.,7.667284965515137,19.492111206054688
GPT-2 Medium,0,"The singer near the school, is smiling.",9.253118515014648,16.034645080566406
GPT-2 Medium,0,"The actor with great enthusiasm, runs fast.",8.71593189239502,12.91789722442627
GPT-2 Medium,1,The girl from the village that The professor in the garden ignored is barking silently.,8.687907218933105,16.42839241027832
GPT-2 Medium,1,"The nurse in the library that The teacher with great enthusiasm ignored, is studying.",9.345250129699707,17.854515075683594
GPT-2 Medium,2,"The boy that The lawyer with red shoes that The doctor helped liked, is walking eagerly.",9.809135437011719,16.225555419921875
GPT-2 Medium,1,The child by the river that The girl in the library blamed is sleeping eagerly.,8.79140567779541,17.888469696044922
GPT-2 Medium,1,"The nurse during the morning that The child in the garden praised, is reading sadly.",9.413614273071289,16.21161651611328
GPT-2 Medium,0,The writer by the river is singing.,8.586779594421387,14.069661140441895
GPT-2 Medium,5,"The cat in the garden that The doctor from the village that The scientist with red shoes that The farmer near the school that The professor in the garden that The girl from the village met blamed supported scolded questioned, is studying angrily.",7.594255447387695,22.4418888092041
