sentence,depth,length_words,type
The nervous engineer that the tall engineer that the angry child warned supported listened closely yesterday.,2,16,synthetic_center_embedding
The clever cat that the serious mother followed read carefully at the office.,1,13,synthetic_center_embedding
The happy singer that the serious girl that the quiet singer that the old artist questioned questioned watched ran away near the station.,3,23,synthetic_center_embedding
The clever driver stood silently before noon.,0,7,synthetic_center_embedding
The serious father read carefully yesterday.,0,6,synthetic_center_embedding
The tall engineer that the old artist supported ran away in the garden.,1,13,synthetic_center_embedding
The tall lawyer that the quiet child that the angry singer that the teacher recognized followed called arrived early during class.,3,21,synthetic_center_embedding
The happy singer that the old father that the old scientist chased met laughed loudly.,2,15,synthetic_center_embedding
The angry manager that the tall singer that the serious father recognized questioned sat calmly yesterday.,2,16,synthetic_center_embedding
The young driver that the clever scientist that the angry boy that the tall mother praised recognized saw slept peacefully before noon.,3,22,synthetic_center_embedding
The old engineer that the curious child that the nervous singer that the serious doctor admired chased warned sat calmly at night.,3,22,synthetic_center_embedding
The serious dog that the boy that the cat encouraged praised laughed loudly at the office.,2,16,synthetic_center_embedding
The angry boy that the tall father saw worked quietly before noon.,1,12,synthetic_center_embedding
The old farmer that the quiet engineer called ran away during class.,1,12,synthetic_center_embedding
The young driver that the old boy watched spoke softly.,1,10,synthetic_center_embedding
The serious teacher waited outside after dinner.,0,7,synthetic_center_embedding
The young boy that the happy scientist that the quiet student that the father questioned questioned warned arrived early yesterday.,3,20,synthetic_center_embedding
The neighbor that the lawyer thanked sat calmly at the office.,1,11,synthetic_center_embedding
The angry lawyer that the tall actor reminded worked quietly after dinner.,1,12,synthetic_center_embedding
The clever actor that the old lawyer that the serious father met informed waited outside before noon.,2,17,synthetic_center_embedding
The tall mother that the clever mother that the curious engineer that the cat that the quiet scientist praised warned watched questioned slept peacefully.,4,24,synthetic_center_embedding
The young neighbor that the angry child chased sat calmly during class.,1,12,synthetic_center_embedding
The clever manager read carefully.,0,5,synthetic_center_embedding
The nervous girl that the angry boy that the nervous engineer that the serious artist saw visited encouraged smiled warmly at the office.,3,23,synthetic_center_embedding
The teacher that the young scientist that the serious boy that the serious manager that the kind cat called watched supported recognized listened closely at night.,4,26,synthetic_center_embedding
The young dog that the tall manager that the clever boy chased blamed sat calmly.,2,15,synthetic_center_embedding
The angry neighbor sat calmly near the station.,0,8,synthetic_center_embedding
The young mother that the curious teacher that the clever father that the young driver warned called thanked slept peacefully at the office.,3,23,synthetic_center_embedding
The father that the young singer that the kind actor that the young artist that the angry driver that the angry artist followed encouraged recognized called reminded rested briefly before noon.,5,31,synthetic_center_embedding
The young artist that the curious artist that the quiet engineer that the old dog that the angry doctor praised met thanked praised read carefully yesterday.,4,26,synthetic_center_embedding
The clever teacher that the curious scientist helped spoke softly during class.,1,12,synthetic_center_embedding
The serious child that the young singer questioned arrived early in the garden.,1,13,synthetic_center_embedding
The old neighbor that the clever father that the quiet lawyer that the quiet mother reminded questioned questioned sat calmly near the station.,3,23,synthetic_center_embedding
The happy lawyer that the student praised sat calmly near the station.,1,12,synthetic_center_embedding
The serious teacher that the kind neighbor that the quiet teacher that the quiet farmer that the young lawyer chased thanked praised chased waited outside before noon.,4,27,synthetic_center_embedding
The quiet student that the quiet driver that the old boy supported visited worked quietly after dinner.,2,17,synthetic_center_embedding
The young farmer that the angry engineer watched listened closely yesterday.,1,11,synthetic_center_embedding
The happy manager walked slowly before noon.,0,7,synthetic_center_embedding
The old artist that the quiet child that the curious father saw chased walked slowly in the garden.,2,18,synthetic_center_embedding
The tall child that the tall driver that the tall artist watched thanked sat calmly in the garden.,2,18,synthetic_center_embedding
The teacher that the happy cat helped laughed loudly yesterday.,1,10,synthetic_center_embedding
The boy that the young actor called read carefully yesterday.,1,10,synthetic_center_embedding
